;kamera1;kamera2;kamera1_koord;kamera2_koord;distance;duration
8049;Gy1J;F50;47.471964836026, 18.858080126141;48.0690258518, 19.2623480794;102473;5401
8050;Gy1J;F51;47.471964836026, 18.858080126141;48.0794121975, 19.3191435939;108601;5863
8051;Gy1J;F52;47.471964836026, 18.858080126141;46.7540706013, 21.4327698605;247290;9811
8052;Gy1J;F53;47.471964836026, 18.858080126141;46.2648471088, 21.0934356268;266829;9731
8053;Gy1J;F54;47.471964836026, 18.858080126141;47.3000376989, 21.5558389074;241247;9627
8054;Gy1J;F55;47.471964836026, 18.858080126141;47.3981145129, 19.3601850460;48669;1812
8055;Gy1J;F56;47.471964836026, 18.858080126141;47.4059475850, 16.5285647459;214153;8054
8056;Gy1J;F57;47.471964836026, 18.858080126141;47.2476159053, 16.4811625856;221457;7775
8057;Gy1J;F58;47.471964836026, 18.858080126141;47.348734, 19.120951;27888;1076
8058;Gy1J;F59;47.471964836026, 18.858080126141;47.142844, 18.531573;55125;1906
8059;Gy1J;Gy1B;47.471964836026, 18.858080126141;47.474802619374, 18.852435494437;13042;683
8060;Gy1J;Gy1J;47.471964836026, 18.858080126141;47.471964836026, 18.858080126141;0;0
8061;Gy1J;Gy2B;47.471964836026, 18.858080126141;47.612770144674, 18.353556331481;51654;1794
8062;Gy1J;Gy2J;47.471964836026, 18.858080126141;47.683114431378, 18.003415637292;84639;3012
8063;Gy1J;Gy3B;47.471964836026, 18.858080126141;47.684437713539, 17.835527389107;92234;3110
8064;Gy1J;Gy3J;47.471964836026, 18.858080126141;47.6844259551, 17.83587320896;92208;3109
8065;Gy1J;Gy4B;47.471964836026, 18.858080126141;47.878391089477, 17.202565947927;151418;5090
8066;Gy1J;Gy4J;47.471964836026, 18.858080126141;47.878249198926, 17.20284198652;151392;5089
8067;Gy1J;Gy6B;47.471964836026, 18.858080126141;47.602227193286, 19.283884218405;42019;2463
8068;Gy1J;Gy6J;47.471964836026, 18.858080126141;47.593511108609, 19.210992980928;36145;2273
8069;Gy1J;Gy7B;47.471964836026, 18.858080126141;47.731817779639, 19.96258985111;143774;4813
8070;Gy1J;Gy7J;47.471964836026, 18.858080126141;47.732635548066, 19.949321966416;119070;3997
8071;Gy1J;Gy8B;47.471964836026, 18.858080126141;47.848589776483, 21.067835868077;210764;6777
8072;Gy1J;Gy8J;47.471964836026, 18.858080126141;47.861450724727, 21.043855642447;208459;6704
8073;Gy1J;Gy9B;47.471964836026, 18.858080126141;47.902948731815, 21.569037024339;272248;8767
8074;Gy1J;Gy9J;47.471964836026, 18.858080126141;47.899315872821, 21.548572633098;255082;8145
8075;Gy1J;Gy10B;47.471964836026, 18.858080126141;48.050402819184, 20.851648270691;213466;6881
8076;Gy1J;Gy10J;47.471964836026, 18.858080126141;48.048597304585, 20.852645963515;213251;6873
8077;Gy1J;Gy11B;47.471964836026, 18.858080126141;47.618814282026, 21.517286368554;256857;8210
8078;Gy1J;Gy11J;47.471964836026, 18.858080126141;47.61860051674, 21.517389377156;256882;8211
8079;Gy1J;Gy12B;47.471964836026, 18.858080126141;46.28526689547, 20.25356092992;186841;6156
8080;Gy1J;Gy13B;47.471964836026, 18.858080126141;47.310577659191, 19.2720015943;39860;1421
8081;Gy1J;Gy13J;47.471964836026, 18.858080126141;47.310726596496, 19.271736511801;39834;1420
8082;Gy1J;Gy14B;47.471964836026, 18.858080126141;47.018953622415, 19.59270077956;80762;2733
8083;Gy1J;Gy14J;47.471964836026, 18.858080126141;47.018760105536, 19.59289269823;80788;2734
8084;Gy1J;Gy15B;47.471964836026, 18.858080126141;46.866126652938, 19.645370179317;104092;3552
8085;Gy1J;Gy15J;47.471964836026, 18.858080126141;46.866126652938, 19.645370179317;104092;3552
8086;Gy1J;Gy16B;47.471964836026, 18.858080126141;46.254056752729, 20.037780560567;175260;5733
8087;Gy1J;Gy16J;47.471964836026, 18.858080126141;46.254289780273, 20.037809455218;175234;5732
8088;Gy1J;Gy17B;47.471964836026, 18.858080126141;47.354805101314, 18.903312087371;21130;773
8089;Gy1J;Gy17J;47.471964836026, 18.858080126141;47.354584280523, 18.903248756673;21155;773
8090;Gy1J;Gy18B;47.471964836026, 18.858080126141;47.062438439262, 18.883476038175;57389;1871
8091;Gy1J;Gy18J;47.471964836026, 18.858080126141;47.062224216813, 18.883576090608;57414;1872
8092;Gy1J;Gy19B;47.471964836026, 18.858080126141;46.445983362048, 18.706391141658;132416;4112
8093;Gy1J;Gy19J;47.471964836026, 18.858080126141;46.445546354166, 18.706516762083;132466;4114
8094;Gy1J;Gy20B;47.471964836026, 18.858080126141;46.063865148399, 18.579774412582;198012;6230
8095;Gy1J;Gy20J;47.471964836026, 18.858080126141;46.063700607621, 18.579535592077;197986;6229
8096;Gy1J;Gy21B;47.471964836026, 18.858080126141;47.423027828361, 18.886551751725;8385;361
8097;Gy1J;Gy21J;47.471964836026, 18.858080126141;47.343748133722, 18.791711071512;22142;800
8098;Gy1J;Gy22B;47.471964836026, 18.858080126141;47.031256467729, 18.270258885827;71963;2307
8099;Gy1J;Gy22J;47.471964836026, 18.858080126141;47.031397673561, 18.270531556193;71937;2306
8100;Gy1J;Gy23B;47.471964836026, 18.858080126141;46.810132410668, 17.83695083105;121937;3933
8101;Gy1J;Gy23J;47.471964836026, 18.858080126141;46.881273600414, 17.985593118956;100485;3192
8102;Gy1J;Gy24B;47.471964836026, 18.858080126141;46.682081838166, 17.370049702348;162527;5216
8103;Gy1J;Gy24J;47.471964836026, 18.858080126141;46.685347295949, 17.387656451782;163925;5261
8104;Gy1J;Gy25B;47.471964836026, 18.858080126141;46.44171667261, 16.810656899812;214455;6870
8105;Gy1J;Gy25J;47.471964836026, 18.858080126141;46.441965611122, 16.811198315858;214405;6868
8106;Gy1J;Gy26B;47.471964836026, 18.858080126141;46.908495716101, 18.939777323335;78137;2555
8107;Gy1J;Gy26J;47.471964836026, 18.858080126141;46.908565366842, 18.939424208168;78109;2554
8108;Gy1J;Gy27J;47.471964836026, 18.858080126141;46.351813245779, 18.886396647804;152194;4787
8109;Gy1J;Gy28B;47.471964836026, 18.858080126141;47.246161, 18.649078;48269;1660
8110;Gy1J;Gy28J;47.471964836026, 18.858080126141;47.246194, 18.648449;33687;1113
8111;Gy1J;Gy29B;47.471964836026, 18.858080126141;47.690797, 17.522883;141099;4796
8112;Gy1J;Gy30B;47.471964836026, 18.858080126141;47.615748, 19.346989;70653;2497
8113;Gy1J;Gy31B;47.471964836026, 18.858080126141;47.671580, 19.634506;93842;3226
8114;Gy1J;Gy31J;47.471964836026, 18.858080126141;47.671580, 19.634506;93842;3226
8115;Gy1J;Gy32B;47.471964836026, 18.858080126141;47.361165, 19.219698;37660;1394
8116;Gy1J;Gy32J;47.471964836026, 18.858080126141;47.362003, 19.222118;34543;1237
8117;Gy1J;Gy33B;47.471964836026, 18.858080126141;47.598917, 19.126993;34095;2266
8118;Gy1J;Gy33J;47.471964836026, 18.858080126141;47.588365, 19.143022;33856;2249
8119;Gy1J;Gy34B;47.471964836026, 18.858080126141;47.9170992883, 17.1225847247;164632;5755
8120;Gy1J;Gy34J;47.471964836026, 18.858080126141;47.9105799674, 17.1336359154;157800;5305
8121;Gy1J;Gy35B;47.471964836026, 18.858080126141;46.2165172448, 20.7363822270;231810;8299
8122;Gy1J;Gy35J;47.471964836026, 18.858080126141;46.2154648690, 20.7062448209;223477;7405
8123;Gy1J;Gy36B;47.471964836026, 18.858080126141;46.5109208466, 16.5523413490;262758;8611
8124;Gy1J;Gy36J;47.471964836026, 18.858080126141;46.5110973558, 16.5519989224;239891;7734
8125;Gy1J;Gy37B;47.471964836026, 18.858080126141;47.6932, 19.1723;57096;3115
8126;Gy1J;Gy37J;47.471964836026, 18.858080126141;47.643, 19.1646;41191;2524
8127;Gy2B;F1;47.612770144674, 18.353556331481;47.736861467104, 18.369289524965;20285;1330
8128;Gy2B;F2;47.612770144674, 18.353556331481;47.725765423977, 18.046694497329;34031;1382
8129;Gy2B;F3;47.612770144674, 18.353556331481;47.884396938888, 17.241676802774;101177;3690
8130;Gy2B;F4;47.612770144674, 18.353556331481;47.934507652422, 19.139606641347;127428;5854
8131;Gy2B;F5;47.612770144674, 18.353556331481;48.437441677622, 21.183738300599;314563;10375
8132;Gy2B;F6;47.612770144674, 18.353556331481;47.152434273387, 20.196192733715;170644;5834
8133;Gy2B;F7;47.612770144674, 18.353556331481;48.343852343168, 22.129595653448;382329;12974
8134;Gy2B;F8;47.612770144674, 18.353556331481;46.231269471029, 20.081542735727;228572;7627
8135;Gy2B;F9;47.612770144674, 18.353556331481;45.967191886124, 17.524083222114;278300;10294
8136;Gy2B;F10;47.612770144674, 18.353556331481;46.437667890627, 16.747927021544;266046;8769
8137;Gy2B;F11;47.612770144674, 18.353556331481;46.974156304231, 16.379539316509;202742;7389
8138;Gy2B;F12;47.612770144674, 18.353556331481;47.82243068262, 18.98717170425;119800;5475
8139;Gy2B;F13;47.612770144674, 18.353556331481;47.683196594979, 18.097306861786;22133;757
8140;Gy2B;F14;47.612770144674, 18.353556331481;47.745363022052, 17.647400881226;57678;2066
8141;Gy2B;F15;47.612770144674, 18.353556331481;48.031849194332, 19.807710583946;190329;6979
8142;Gy2B;F16;47.612770144674, 18.353556331481;48.25793719325, 20.350423487823;271556;11109
8143;Gy2B;F17;47.612770144674, 18.353556331481;48.293129223365, 20.448498019056;279259;11256
8144;Gy2B;F18;47.612770144674, 18.353556331481;47.60481625158, 20.779148307593;236433;8537
8145;Gy2B;F19;47.612770144674, 18.353556331481;47.913879672699, 21.073258954162;263111;8749
8146;Gy2B;F20;47.612770144674, 18.353556331481;48.376345640262, 21.633176054916;341631;12103
8147;Gy2B;F21;47.612770144674, 18.353556331481;48.066597247215, 21.53206912197;332627;11075
8148;Gy2B;F22;47.612770144674, 18.353556331481;48.089160008212, 22.27659217874;369630;11835
8149;Gy2B;F23;47.612770144674, 18.353556331481;47.144221988453, 21.675450249618;295247;11488
8150;Gy2B;F24;47.612770144674, 18.353556331481;46.167056244213, 20.627359497593;272963;9303
8151;Gy2B;F25;47.612770144674, 18.353556331481;46.876397341333, 20.022332770319;171959;6393
8152;Gy2B;F26;47.612770144674, 18.353556331481;46.655024556317,21.225962687052;276235;10158
8153;Gy2B;F27B;47.612770144674, 18.353556331481;46.379079490009, 20.248264839326;242148;8241
8154;Gy2B;F27J;47.612770144674, 18.353556331481;46.378973739396, 20.247963372239;242174;8242
8155;Gy2B;F28;47.612770144674, 18.353556331481;47.526258855137, 21.919988317573;340436;12163
8156;Gy2B;F29;47.612770144674, 18.353556331481;47.857086975049, 22.637265932974;393459;13771
8157;Gy2B;F30;47.612770144674, 18.353556331481;46.803526155586, 18.928004380753;135432;4697
8158;Gy2B;F31;47.612770144674, 18.353556331481;46.263345770897, 19.533663359931;221004;8604
8159;Gy2B;F32;47.612770144674, 18.353556331481;46.201513590529, 18.820681199919;217610;7032
8160;Gy2B;F33;47.612770144674, 18.353556331481;45.971233620929, 18.673734618994;244886;7918
8161;Gy2B;F34;47.612770144674, 18.353556331481;45.8784138959, 18.236275560019;281449;9231
8162;Gy2B;F35;47.612770144674, 18.353556331481;46.058445164555, 17.448098903741;275894;10248
8163;Gy2B;F36;47.612770144674, 18.353556331481;46.702458506694, 16.788524126318;217215;8907
8164;Gy2B;F37;47.612770144674, 18.353556331481;47.635056880418, 16.652330516763;144767;4903
8165;Gy2B;F38;47.612770144674, 18.353556331481;46.811901582638, 16.565857119342;212039;7956
8166;Gy2B;F39;47.612770144674, 18.353556331481;47.288863417887, 16.610039047667;161422;5624
8167;Gy2B;F40;47.612770144674, 18.353556331481;47.245496499058, 16.534248410882;165698;5818
8168;Gy2B;F41;47.612770144674, 18.353556331481;47.910361887547, 17.251715607309;103450;3814
8169;Gy2B;F42;47.612770144674, 18.353556331481;46.195044659138, 20.448144697766;255207;8790
8170;Gy2B;F43;47.612770144674, 18.353556331481;46.683815901125, 20.183667378285;203654;7254
8171;Gy2B;F45BJ;47.612770144674, 18.353556331481;47.11432337191, 17.848645761646;103697;5153
8172;Gy2B;F46B;47.612770144674, 18.353556331481;47.653403571486, 17.416396700878;76383;2546
8173;Gy2B;F46J;47.612770144674, 18.353556331481;47.653506839605, 17.416740354468;76355;2545
8174;Gy2B;F47B;47.612770144674, 18.353556331481;47.297160417543, 16.832093255331;138932;4625
8175;Gy2B;F47J;47.612770144674, 18.353556331481;47.297002459483, 16.831835285078;138958;4626
8176;Gy2B;F48;47.612770144674, 18.353556331481;48.0530521654, 19.0114679159;99189;5604
8177;Gy2B;F49;47.612770144674, 18.353556331481;48.1426427598, 19.8152150078;203409;7767
8178;Gy2B;F50;47.612770144674, 18.353556331481;48.0690258518, 19.2623480794;148532;6915
8179;Gy2B;F51;47.612770144674, 18.353556331481;48.0794121975, 19.3191435939;154661;7377
8180;Gy2B;F52;47.612770144674, 18.353556331481;46.7540706013, 21.4327698605;293349;11325
8181;Gy2B;F53;47.612770144674, 18.353556331481;46.2648471088, 21.0934356268;312888;11246
8182;Gy2B;F54;47.612770144674, 18.353556331481;47.3000376989, 21.5558389074;287306;11142
8183;Gy2B;F55;47.612770144674, 18.353556331481;47.3981145129, 19.3601850460;94728;3327
8184;Gy2B;F56;47.612770144674, 18.353556331481;47.4059475850, 16.5285647459;162499;6259
8185;Gy2B;F57;47.612770144674, 18.353556331481;47.2476159053, 16.4811625856;169803;5981
8186;Gy2B;F58;47.612770144674, 18.353556331481;47.348734, 19.120951;73947;2591
8187;Gy2B;F59;47.612770144674, 18.353556331481;47.142844, 18.531573;101184;3420
8188;Gy2B;Gy1B;47.612770144674, 18.353556331481;47.474802619374, 18.852435494437;45530;1496
